"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ethiopia","ETH","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990572","20765493","21553402","22231492","22930905","23780950","24648333","25506779","26365807","27260673","28200765","29203264","30286923","31429892","32612713","33834089","34936339","36102316","37315622","38592274","39960421","41421327","42951636","44510241","46100826","47726276","49414123","51151544","52880991","54611488","54224715","56664127",
"European Union","EUU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191400759","194093608","194296516","194169486","194358208","194240222","194618140","195553241","196996859","198531002","199430908","199667657","200327303","201967778","203184852","205559046","207457115","209082255","210830286","211341655","211586687","211162756","212525850","213043394","213729225","214080411","215269191","216396820","217097255","217928674","215817128","217041915",
"Fragile and conflict affected situations","FCS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180627408","184967221","189497221","194111576","199331345","204912223","209527815","214081363","219050905","224303116","229660567","234958237","240471969","246226480","252328530","258457043","264260067","270000423","275664064","281387638","287436897","294158931","298249612","303202297","309946987","317017111","323743883","330142008","337712462","344356812","343333170","353265753",
"Finland","FIN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2622735","2581559","2538375","2516783","2495665","2527411","2466088","2510802","2529710","2565236","2585587","2604352","2618755","2617873","2610228","2633310","2662277","2688955","2717738","2691273","2683411","2695901","2702945","2688349","2691008","2701334","2696163","2717830","2751571","2760016","2752889","2819540",
"Fiji","FJI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283914","286655","287767","289987","291945","294468","297960","302943","308693","314452","319906","324952","329671","334199","338590","335118","346566","357794","368200","377788","387052","396150","389837","382931","375549","372681","369664","370072","370771","371814","370394","372185",
"France","FRA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25915650","25965659","26197040","26351924","26472563","26614450","26937253","26942697","27090955","27398160","27582518","27705599","28044216","28620674","28778198","29016874","29193292","29457032","29670796","29922457","30022646","30031229","30288027","30432522","30411866","30494746","30513474","30547529","30691326","30652293","30379166","31132290",
"Faroe Islands","FRO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282978","290556","298433","306641","315156","323996","333315","342979","353000","363426","374312","385707","397690","410317","423704","437965","452767","468627","485462","503224","521999","541421","561661","582463","602906","622133","641098","658606","675404","692026","701444","718398",
"United Kingdom","GBR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29216922","29083861","28985510","28773930","28769064","28779118","28921108","29090800","29150168","29238963","29511805","29521902","29839232","30099958","30341589","30813208","31317979","31527354","31927771","32084960","32236186","32478069","32778349","33061439","33336695","33619460","33945098","34128763","34415435","34701423","34633193","34637447",
"Georgia","GEO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2372585","2407022","2447007","2491407","2483418","2377307","2259269","2161413","2103909","2090746","2003965","2052705","2011314","2046867","2011427","1992450","1938834","1974742","1982038","2001608","2015786","2022484","2047551","2027705","2039516","2065655","2046196","1971577","1895181","1856197","1746533","1724354",
"Ghana","GHA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6377923","6558143","6728212","6915425","7108593","7309646","7518901","7743786","7986401","8228398","8469005","8727477","9000790","9271299","9537156","9799106","10059045","10319873","10577661","10827196","11061367","11285673","11512114","11743140","11979984","12224092","12543087","12871906","13197254","13523364","13741769","14094672",
"Gibraltar","GIB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2299015","2391954","2466732","2539854","2613277","2683640","2759628","2802885","2841085","2899513","2945968","2965791","3001647","3076081","3147231","3211793","3282872","3369148","3463834","3561383","3661350","3765959","3873513","3982178","4094779","4213708","4334552","4456955","4582226","4713335","4716151","4889568",
"Gambia, The","GMB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324315","338431","352494","365370","376809","388045","399749","411959","424672","437973","451850","466278","481236","496098","510946","526559","543168","560776","579227","598365","618021","638416","659823","680813","702414","724439","747448","771011","795312","820587","819409","856112",
"Guinea-Bissau","GNB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","372697","381640","394340","408792","422885","435347","446913","457866","468488","479260","490894","503285","516030","529020","542248","555553","569303","583831","599192","615400","632516","650709","669768","689601","710003","731023","752855","775468","798904","822957","839792","867488",
"Equatorial Guinea","GNQ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155926","160938","166202","171725","177536","183722","190309","197313","204809","213021","222796","234314","247023","260904","275839","291625","307809","324394","341353","358613","376027","393414","410524","427711","444916","461926","478859","495386","512092","529383","532095","549783",
"Greece","GRC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4109626","4045638","4132661","4189291","4270536","4328605","4414732","4387157","4723331","4787324","4814667","4780479","4829904","4888911","4975902","4982054","5011859","5008493","5023000","5076201","5083236","4993181","4933603","4869679","4820448","4807198","4806004","4793475","4770041","4775900","4682727","4619069",
"Grenada","GRD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3077784","3172476","3271328","3370138","3468814","3569970","3669564","3775316","3887793","4001896","4119242","4235466","4359413","4484466","4617954","4735411","4855455","4977867","5102303","5228624","5356630","5486770","5584956","5682211","5883588","6022488","6184488","6364813","6525569","6690127","6374495","6670627",
"Guam","GUM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70480","71111","71686","72249","72813","73383","73927","74448","74965","75471","75788","73941","70851","70968","71107","70975","73394","68162","70977","73744","73809","75657","75990","76285","76541","76771","76951","77091","77213","77273","74870","76154",
"Guyana","GUY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278085","279097","281499","284024","283256","282204","280872","279311","277626","275898","274148","272476","270957","271249","272117","273113","274355","275785","277091","278219","279147","279827","281586","284018","285892","287708","289411","290970","301413","308716","292998","299349",
"High income","HIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491574973","497845833","502684134","505570299","510371829","514240353","519252796","525222064","529191458","533947476","538649445","541461888","544882595","548892578","553283584","560250878","567823804","574498012","581442479","584438599","587237741","589410954","593774015","597269441","601321609","605232699","611303845","616655318","622056861","628357165","622892928","624939856",
"Hong Kong SAR, China","HKG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2838750","2897085","2880621","2951648","3035894","3088667","3235494","3274618","3328593","3341870","3354463","3439630","3493929","3479071","3525372","3550951","3614884","3662908","3680132","3698404","3672023","3742584","3818310","3880979","3899441","3940825","3956680","3978306","4008835","3992610","3910149","3841871",
"Honduras","HND","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1791422","1844499","1910734","1980423","2045826","2121384","2194442","2273396","2351691","2425908","2451680","2513802","2576593","2639855","2703743","2768649","2775987","2823834","2946258","3103859","3260247","3243536","3268694","3613486","3810624","3919626","3983810","4161688","4414531","4302993","4150754","4313580",
"Heavily indebted poor countries (HIPC)","HPC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139347355","143183861","147416385","151819876","156207638","160876084","165588569","170171288","175016553","180107801","185206183","190637937","196648959","202961742","209278570","215726160","221830681","227616268","233508160","239747135","245989331","252593808","259039283","266635729","274599121","282781356","291808043","301478519","311610207","321234008","322998531","336104196",
"Croatia","HRV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2160494","2143809","2074396","2070715","2079605","2048096","1999652","1968378","1945921","1916749","1877297","1773277","1833312","1808041","1844858","1796374","1785298","1924507","1933843","1934048","1912849","1883511","1865281","1844972","1896011","1896675","1835203","1824724","1794304","1781597","1772376","1742284",
"Haiti","HTI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2675080","2713021","2753408","2796148","2841077","2888417","2932994","2979716","3027932","3077729","3129439","3217342","3308244","3402415","3498794","3597996","3707666","3817640","3928341","4039702","4132947","4212662","4305534","4402067","4495333","4585380","4675240","4762758","4850391","4931290","4902075","5009561",
"Hungary","HUN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4474249","4524467","4554117","4396018","4255955","4178369","4091114","4036495","4103974","4183746","4209357","4157293","4163104","4230921","4212698","4273666","4319231","4294467","4259944","4255948","4294514","4318063","4383352","4417000","4530666","4609340","4673500","4707367","4739106","4767621","4740236","4910191",
"IBRD only","IBD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1546206782","1574089939","1603269383","1627448845","1656723734","1684447338","1710624215","1740992938","1772380100","1806821844","1836075117","1864205408","1891499699","1921000267","1952936269","1983510122","2003438248","2024292509","2038447049","2052413762","2063344838","2082413986","2098984211","2115577325","2133052390","2151259972","2166591606","2178945523","2192084840","2212708357","2150655266","2188832658",
"IDA & IBRD total","IBT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1852864353","1889519917","1927555426","1960466857","1999092988","2035979475","2072822373","2113944351","2155866395","2201522052","2242102823","2281997408","2320814385","2361972577","2405660930","2447727846","2478802845","2510875103","2536274135","2562138374","2586145014","2618013737","2644723862","2671607056","2701098477","2734146528","2763133394","2792442145","2821564138","2857983085","2796525409","2855488519",
"IDA total","IDA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306657571","315429979","324286043","333018012","342369254","351532137","362198158","372951413","383486295","394700208","406027706","417791999","429314685","440972310","452724661","464217724","475364597","486582594","497827086","509724612","522800177","535599751","545739651","556029731","568046087","582886557","596541788","613496622","629479299","645274728","645870143","666655861",
"IDA blend","IDB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93350213","96374176","99086725","101383951","104302612","106794165","110745367","114799461","118151432","121886642","125979741","129973320","133627443","137252636","140983055","144252065","147620939","151457731","155170825","159509946","164132974","168290050","170396433","172209055","175455377","180574463","183976979","187616043","191508635","195974665","196646311","202651862",
"Indonesia","IDN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77668472","79193231","81684204","82891258","86489462","88673401","90864373","92278616","95250146","97791872","100650985","101677750","101821406","103208206","105014965","104711526","106146818","111277712","113275274","114480692","117183520","119580342","122341616","122963175","124478020","126141824","127339753","129896351","133327296","136142053","136026106","138119194",
"IDA only","IDX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213307358","219055803","225199317","231634061","238066642","244737972","251452791","258151952","265334863","272813566","280047964","287818680","295687243","303719674","311741606","319965660","327743658","335124863","342656261","350214666","358667203","367309701","375343218","383820676","392590710","402312094","412564809","425880578","437970664","449300063","449223832","464003999",
"Isle of Man","IMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314602862","322061598","329687119","337517175","345651944","353270636","361065402","369033540","377123178","385348240","393669902","403997453","414481817","425040267","435711012","446362766","449357551","452058848","454417652","456466561","458370817","459271453","459896475","463479881","466876048","470101297","473321642","476375095","478922986","488759055","463517213","476670190",
"Not classified","INX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1441683","1467162","1452527","1487445","1523531","1549472","1597376","1645092","1729483","1803374","1862430","1898123","1941828","1984446","2033886","2151141","2241382","2336447","2355177","2303515","2252263","2231455","2225018","2247873","2258863","2286203","2330010","2354153","2398224","2446760","2432632","2517621",
"Iran, Islamic Rep.","IRN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14665414","15277281","15536858","15456580","15410031","15680499","16004638","16738211","17569208","18444412","19362018","20310913","21067247","21807454","22728486","23637284","23912566","24076472","23395022","24401195","24374966","23747703","24358271","24633773","24780719","25883065","27040336","28100799","28610020","28702960","27169143","27682072",
"Iraq","IRQ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4152230","4206325","4326341","4554078","4790699","4962578","5137871","5298923","5475444","5664233","5864591","6063313","6271603","6477441","6679058","6897082","6967996","6932361","7077687","7347181","7588942","7854695","8207067","8827667","9385898","9709072","10025430","10020634","10380013","10682641","10834544","11183659",
"Iceland","ISL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142010","143922","147608","147495","149140","155073","154037","154052","159156","164091","169060","170944","170442","171265","172513","175249","182648","188621","191050","188076","188387","187704","189117","193092","198688","203387","208983","211769","214681","217533","215327","200266",
"Israel","ISR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900701","2035534","2133756","2252545","2353183","2442219","2486878","2540159","2582174","2670725","2775397","2847056","2873039","2943707","3023076","3101315","3180735","3266238","3324067","3403706","3482638","3531041","3623923","3694723","3795478","3859942","3933469","3998508","4073299","4125006","4086174","4186239",
"Italy","ITA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23550448","24215655","23428094","23284812","23084196","22934411","23051823","23113948","23278541","23435262","23503125","23607953","23878373","24228623","24606509","24448131","24509228","24473855","24816662","24612153","24551672","24567360","25127011","25287655","25689865","25654399","25932536","26103399","26164163","25907430","25126336","25011706",
"Jamaica","JAM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1057899","1063971","1068808","1072889","1077540","1083009","1089356","1096284","1103472","1105448","1108159","1110476","1117645","1124485","1184492","1205684","1226997","1249533","1271111","1255455","1251232","1268643","1278503","1320357","1333074","1353993","1400576","1418463","1406395","1429844","1374141","1418424",
"Jordan","JOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","755921","819774","872963","940700","1004379","1057189","1099719","1131524","1159670","1186953","1213972","1241531","1270487","1304987","1338137","1375316","1473669","1573092","1618038","1665079","1721365","1785558","1831326","1971611","2230660","2464112","2609021","2696102","2706353","2791810","2764367","2864755",
"Japan","JPN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64191083","65411460","66263736","66635449","66928602","67146853","67637962","68212474","68159606","68037466","67817651","67626064","67075750","66836857","66578270","66666565","66782266","66892223","66726949","66456032","66231666","65813075","65518907","65824075","65929482","66172572","66680524","67291820","68442463","69145741","68953988","68629364",
"Kazakhstan","KAZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7810278","7911932","7941425","7968100","7925780","7817266","7737210","7673246","7621271","7599416","7596997","7610812","7659421","7751505","7852764","7926592","8071657","8262978","8503758","8523458","8656290","8750785","8832358","8911284","8996300","9078075","9034078","8986588","9164074","9226063","9183306","9247861",
"Kenya","KEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8580668","8905162","9224289","9548907","9883494","10222247","10560764","10910000","11270436","11659977","12114213","12601492","13103363","13606235","14125164","14646884","15171370","15697007","16235546","16792370","17354366","17926485","18509902","19107608","19718332","20338655","20989036","21595645","22194263","22799745","23187744","23915482",
"Kyrgyz Republic","KGZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1646149","1690686","1742975","1777166","1833318","1873690","1892733","1909884","1954863","1998432","2032375","2062701","2110388","2146822","2186195","2265816","2342075","2369747","2391802","2386070","2427936","2473003","2477827","2444726","2474044","2509481","2509364","2482869","2464123","2494574","2414510","2477675",
"Cambodia","KHM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3933796","4034334","4201940","4421207","4629679","4747552","4893815","5054515","5307454","5562266","5697049","6264464","6401145","6532452","6654502","6886072","7120243","7356274","7598516","7825229","8266272","8501359","8401194","8259263","8413106","8481060","8852701","8965054","9094603","9220326","9178050","9345426",
"Kiribati","KIR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19059953","19597696","20042803","20378898","20965033","21459938","21896543","22397570","22007668","22254063","22867803","23226361","23664352","23675016","24194813","24332456","24612209","24884098","25067296","25091240","25419752","25870939","26269374","26634430","27387622","27788180","28041852","28349692","28513895","28808832","28597159","28673669",
"Kuwait","KWT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","679249","557599","683695","717495","729321","737013","764198","800459","839544","884022","923692","965545","1003859","1029179","1074515","1134408","1217076","1308491","1402148","1498461","1597607","1727522","1889179","2054895","2138630","2243213","2343689","2404348","2529129","2614361","2373964","2363167",
"Latin America & Caribbean (excluding high income)","LAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152796764","156784949","161554308","166672182","171466597","176221621","178648059","185018110","189925036","194097548","198224130","202831653","207284569","212420985","218395689","223858193","228391109","231616155","235373795","240550968","242823140","245583885","250108303","253797808","257137453","261371351","265397912","269966984","274911925","280151198","260980597","276150586",
"Lao PDR","LAO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1978484","2034128","2088948","2143295","2195989","2249159","2299914","2350364","2400805","2452327","2504990","2559207","2615270","2673108","2732580","2800096","2876087","2952581","3027246","3099009","3168083","3239349","3309570","3379826","3451038","3521877","3592324","3662333","3732046","3803401","3842232","3914985",
"Lebanon","LBN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1018476","1044202","1062047","1086129","1112073","1140220","1159443","1192061","1220957","1258120","1294074","1325796","1357208","1390853","1423158","1451911","1482793","1517001","1541604","1559422","1576065","1608176","1664673","1836260","2040611","2083290","2023191","1960102","1900362","1846971","1728323","1719282",
"Liberia","LBR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","959328","844511","897343","935974","936492","948126","978102","1059569","1175052","1242563","1287918","1325843","1359503","1367900","1381151","1440998","1520151","1593645","1658239","1710856","1760091","1842757","1917733","1955592","1994589","2037383","2082707","2126820","2173830","2224837","2203305","2289360",
"Libya","LBY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1178115","1221681","1267099","1314000","1361582","1408279","1453102","1496109","1538337","1581281","1630525","1686115","1743597","1802255","1861573","1920833","1975405","2026752","2079176","2130076","2178496","2037964","1894394","1938753","1981774","2017757","2054786","2096987","2143462","2188927","2212520","2279857",
"St. Lucia","LCA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53700","54991","56682","58560","60355","62055","63673","65236","66763","68244","69661","71103","72851","74606","76323","78028","79727","81421","83110","84795","86680","88652","92651","94186","95713","97227","98682","100030","101390","100650","99052","99938",
"Latin America & Caribbean","LCN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169693866","174260979","179620116","185229011","190450417","195775634","198709793","205615816","210958515","215376585","219866783","224860880","229446726","234867227","241632743","247735815","252982484","256641139","260976738","266498183","269066318","272321356","277130620","281481593","285024850","289338582","293396548","297753083","302124426","306280864","285643785","300993517",
"Least developed countries: UN classification","LDC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197902300","203135808","208802317","214735037","220697804","226902318","233046096","239164700","245741765","252666617","259420453","266821152","274293042","281937992","289547942","297365258","304680971","311573486","318573650","325949155","333964827","342308753","350345763","358900516","367891324","377641263","387676790","400619242","412066206","422908180","422827718","436837302",
"Low income","LIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117579064","120643247","124085109","127528490","130833112","134530071","138373641","142056237","145904778","150088526","154304776","158599055","163387687","168425976","173478959","178643252","183665052","188657890","193809328","198945983","204396214","210215664","215688152","221230406","226759206","233078322","239922081","247158185","254787521","262935318","264021580","273924415",
"Liechtenstein","LIE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7242021","7092450","6925874","7065994","7236297","7082438","7261673","7340362","7909446","7793450","7639061","7689722","7741345","7791023","7838130","7880821","7918652","7953832","7984929","8013245","8042157","8042857","8016571","8249427","8259685","8442346","8570477","8739206","8491356","8484315","8116024","8267764",
"Lower middle income","LMC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","737507476","755733331","774608893","792423165","813751305","831879197","852007750","871675496","893722709","916163384","937250572","959955399","980080162","1002904740","1026530518","1048528431","1063696621","1082554011","1095875782","1111139958","1127858403","1140710559","1152327560","1165901355","1180611251","1197107426","1212122015","1228506528","1244787644","1267734354","1235296200","1267109919",
"Low & middle income","LMY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1822788322","1858875727","1896501956","1929320545","1967997523","2004884223","2041992800","2082622547","2124447432","2170087253","2210518281","2250419691","2290563348","2332275153","2375405106","2417189335","2447891180","2479868194","2504869992","2530543706","2554322018","2586057038","2612552702","2639015276","2668320671","2701679245","2731038005","2760559195","2790534051","2828323440","2768057108","2827396884",
"Lesotho","LSO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","766555","780380","794226","807751","821150","834181","846705","858401","869128","878060","880394","880444","878634","875148","869678","863588","860246","860542","862430","864041","865440","867543","870326","873464","883592","894106","906250","919201","932908","946751","937123","955631",
"Late-demographic dividend","LTE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960901644","974428158","988721506","1000165462","1011771071","1025435280","1037249744","1052600677","1067324816","1085700117","1100810682","1113091190","1125892151","1137795271","1150461397","1164369295","1174704340","1183216805","1190236435","1195936984","1197485668","1208854114","1216228305","1222102048","1229751607","1236960944","1241037230","1244861188","1247635613","1251420046","1232367649","1238566546",
"Lithuania","LTU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728906","1734970","1751755","1764173","1768929","1756743","1743518","1729152","1718203","1720980","1693580","1658207","1641395","1689186","1596580","1557095","1513906","1513018","1511945","1519375","1498066","1481727","1472231","1465316","1476890","1468508","1476945","1460791","1467697","1475085","1486169","1475531",
"Luxembourg","LUX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157920","165345","172615","171764","173480","169267","171873","174574","177043","182734","188839","192605","198187","198677","204896","210533","214872","219204","224282","237839","240833","246661","258659","268091","278241","285050","286784","296430","305430","315771","322041","333946",
"Latvia","LVA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1216006","1214998","1229063","1217210","1196473","1183797","1173320","1167637","1154107","1127978","1095654","1098210","1121199","1101201","1101406","1094452","1121857","1137565","1150923","1105823","1059977","1033395","1039903","1021195","1006638","1009906","1004171","999649","1000243","988868","988585","955041",
"Macao SAR, China","MAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152964","158279","161648","168825","176403","184364","192745","201719","205194","211611","216669","221225","227637","226198","240804","257200","277892","303094","320848","338377","346787","361821","368655","376813","389095","395084","394056","392145","398814","401379","403405","404520",
"St. Martin (French part)","MAF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7466350","7642038","7876109","8106755","8268943","8554702","8723236","8995254","9201109","9447761","9682204","9872499","9977433","10184411","10395657","10618681","10841392","11058307","11268009","11361433","11445798","11533784","11546217","11708832","11827998","11854873","11796246","11696824","11843194","11992626","11543875","11813726",
"Monaco","MCO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
